"Player","Team","Pos","Matchup","Carries","Rush YDs","Rush TDs","Targets","Receptions","Rec Yds","Rec TDs","Pass Attempts","Passing YDs","Passing TDs","Interceptions","Y/A","Sacks","Fumbles Lost","Team Total"
"Josh Johnson","BAL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Devin Leary","BAL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Josh Allen","BUF","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Mitchell Trubisky","BUF","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Matt Barkley","BUF","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Chase Claypool","BUF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Bryce Young","CAR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Andy Dalton","CAR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Matt Corral","CAR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Caleb Williams","CHI","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Tyson Bagent","CHI","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Joe Burrow","CIN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jake Browning","CIN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Reid Sinnett","CIN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Kendall Milton","CIN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Deshaun Watson","CLE","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jameis Winston","CLE","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Dorian Thompson-Robinson","CLE","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Dak Prescott","DAL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Cooper Rush","DAL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Trey Lance","DAL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Bo Nix","DEN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jarrett Stidham","DEN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Zach Wilson","DEN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jared Goff","DET","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Hendon Hooker","DET","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Teddy Bridgewater","DET","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Jason Cabinda","DET","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Jordan Love","GB","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Sean Clifford","GB","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Malik Willis","GB","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Samori Toure","GB","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New GB TE 2","GB","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"CJ Stroud","HOU","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"New HOU QB","HOU","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Davis Mills","HOU","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Anthony Richardson","IND","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Joe Flacco","IND","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Nick Foles","IND","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New IND TE","IND","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Trevor Lawrence","JAX","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"C.J. Beathard","JAX","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Mac Jones","JAX","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jake Funk","JAX","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Shane Buechele","KC","QB","@ PHI","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","25.00"
"Justin Herbert","LAC","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Easton Stick","LAC","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Taylor Heinicke","LAC","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Matthew Stafford","LAR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Jimmy Garoppolo","LAR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Stetson Bennett","LAR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"New LAR QB","LAR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Gardner Minshew II","LVR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Aidan O'Connell","LVR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Desmond Ridder","LVR","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Tua Tagovailoa","MIA","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Skylar Thompson","MIA","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Tyler Huntley","MIA","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New MIA TE","MIA","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"J.J. McCarthy","MIN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Sam Darnold","MIN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jaren Hall","MIN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Drake Maye","NE","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Joe Milton III","NE","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Terrell Jennings","NE","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Derek Carr","NO","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Spencer Rattler","NO","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jake Haener","NO","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Tommy Hudson","NO","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Tim Boyle","NYG","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Drew Lock","NYG","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New NYG RB","NYG","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Aaron Rodgers","NYJ","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jordan Travis","NYJ","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Tyrod Taylor","NYJ","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New NYJ RB 3","NYJ","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Randall Cobb","NYJ","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Tanner McKee","PHI","QB","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Russell Wilson","PIT","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Justin Fields","PIT","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Kyle Allen","PIT","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Miles Boykin","PIT","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Rodney Williams","PIT","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Geno Smith","SEA","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Sam Howell","SEA","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New SEA RB 2","SEA","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Random Person","SEA","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Random Person","SEA","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Brock Purdy","SF","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Kyle Trask","TB","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Baker Mayfield","TB","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Will Levis","TEN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Ryan Tannehill","TEN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Mason Rudolph","TEN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Dillon Johnson","TEN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Jayden Daniels","WAS","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Marcus Mariota","WAS","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Jeff Driskel","WAS","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"New WAS RB","WAS","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Curtis Hodges","WAS","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Tommy Sweeney","CHI","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"ARI D/ST","ARI","D/ST","BYE","","","","","","","","","","","","","","",""
"ATL D/ST","ATL","D/ST","BYE","","","","","","","","","","","","","","",""
"BAL D/ST","BAL","D/ST","BYE","","","","","","","","","","","","","","",""
"BUF D/ST","BUF","D/ST","BYE","","","","","","","","","","","","","","",""
"CAR D/ST","CAR","D/ST","BYE","","","","","","","","","","","","","","",""
"CHI D/ST","CHI","D/ST","BYE","","","","","","","","","","","","","","",""
"CIN D/ST","CIN","D/ST","BYE","","","","","","","","","","","","","","",""
"CLE D/ST","CLE","D/ST","BYE","","","","","","","","","","","","","","",""
"DAL D/ST","DAL","D/ST","BYE","","","","","","","","","","","","","","",""
"DEN D/ST","DEN","D/ST","BYE","","","","","","","","","","","","","","",""
"DET D/ST","DET","D/ST","BYE","","","","","","","","","","","","","","",""
"GB D/ST","GB","D/ST","BYE","","","","","","","","","","","","","","",""
"HOU D/ST","HOU","D/ST","BYE","","","","","","","","","","","","","","",""
"IND D/ST","IND","D/ST","BYE","","","","","","","","","","","","","","",""
"JAX D/ST","JAX","D/ST","BYE","","","","","","","","","","","","","","",""
"KC D/ST","KC","D/ST","@ PHI","","","","","","","","","","","","","","","25.00"
"LAC D/ST","LAC","D/ST","BYE","","","","","","","","","","","","","","",""
"LAR D/ST","LAR","D/ST","BYE","","","","","","","","","","","","","","",""
